lab proto group dose1 dose2 body wet blot
Citijapan B  7  1.00  0.00    45.30   114.60   105.90
Citijapan B  7  1.00  0.00    54.20   176.00   130.80
Citijapan B  7  1.00  0.00    51.50   187.70   134.40
Citijapan B  7  1.00  0.00    53.00   190.10   139.40
Citijapan B  7  1.00  0.00    50.80   154.20   114.80
Citijapan B  7  1.00  0.00    50.90   245.30   164.70
Citijapan B  8  3.00  0.00    53.70   288.90   166.10
Citijapan B  8  3.00  0.00    49.20   306.70   150.00
Citijapan B  8  3.00  0.00    50.20   216.00   117.80
Citijapan B  8  3.00  0.00    50.30   264.00   163.70
Citijapan B  8  3.00  0.00    54.00   279.00   163.50
Citijapan B  8  3.00  0.00    51.30   200.20   139.20
Citijapan B  9 10.00  0.00    51.00   302.00   136.60
Citijapan B  9 10.00  0.00    52.40   220.50   162.20
Citijapan B  9 10.00  0.00    48.10   231.80   137.80
Citijapan B  9 10.00  0.00    47.90   280.30   139.80
Citijapan B  9 10.00  0.00    50.60   273.50   163.60
Citijapan B  9 10.00  0.00    54.20   209.60   140.00
Citijapan B 10  3.00  0.10    54.70    48.50    47.00
Citijapan B 10  3.00  0.10    51.20    53.80    53.10
Citijapan B 10  3.00  0.10    49.50    47.80    47.70
Citijapan B 10  3.00  0.10    54.10    56.70    55.70
Citijapan B 10  3.00  0.10    53.20    58.50    58.00
Citijapan B 10  3.00  0.10    52.80    22.50    22.40
Citijapan B 11  3.00  1.00    45.70    23.20    23.00
Citijapan B 11  3.00  1.00    49.10    25.80    25.40
Citijapan B 11  3.00  1.00    53.60    24.60    23.70
Citijapan B 11  3.00  1.00    53.70    27.00    26.60
Citijapan B 11  3.00  1.00    56.10    26.40    24.20
Citijapan B 11  3.00  1.00    50.80    31.40    29.20
Citijapan C  1  0.00  0.00   231.70   151.60   147.10
Citijapan C  1  0.00  0.00   229.20   105.00   102.00
Citijapan C  1  0.00  0.00   216.60    95.20    91.90
Citijapan C  1  0.00  0.00   210.70   129.50   129.20
Citijapan C  1  0.00  0.00   220.30   135.50   133.00
Citijapan C  1  0.00  0.00   225.60   111.00   108.90
Citijapan C  2  0.00  0.00   204.60    97.70    97.40
Citijapan C  2  0.00  0.00   216.00   103.40   100.90
Citijapan C  2  0.00  0.00   224.70   115.50   112.80
Citijapan C  2  0.00  0.00   232.60    95.70    93.10
Citijapan C  2  0.00  0.00   222.20   125.80   123.40
Citijapan C  2  0.00  0.00   244.00   126.40   123.20
Citijapan C  3  0.01  0.00   233.50   106.80   105.20
Citijapan C  3  0.01  0.00   227.00   110.80   107.20
Citijapan C  3  0.01  0.00   224.30   128.10   127.30
Citijapan C  3  0.01  0.00   236.10    90.80    89.30
Citijapan C  3  0.01  0.00   216.20   131.30   129.50
Citijapan C  3  0.01  0.00   210.30   110.40   108.40
Citijapan C  4  0.03  0.00   228.80    89.70    87.80
Citijapan C  4  0.03  0.00   217.90   104.90   101.40
Citijapan C  4  0.03  0.00   207.60   125.20   123.80
Citijapan C  4  0.03  0.00   234.80   127.00   125.00
Citijapan C  4  0.03  0.00   220.50   112.10   109.20
Citijapan C  4  0.03  0.00   218.30   142.40   139.80
Citijapan C  5  0.10  0.00   222.60   139.70   137.90
Citijapan C  5  0.10  0.00   208.20   145.40   142.10
Citijapan C  5  0.10  0.00   221.30   117.00   115.30
Citijapan C  5  0.10  0.00   212.40    96.30    96.20
Citijapan C  5  0.10  0.00   224.60   123.10   121.90
Citijapan C  5  0.10  0.00   216.30   130.60   128.20
Citijapan C  6  0.30  0.00   229.60   206.80   200.50
Citijapan C  6  0.30  0.00   214.20   277.10   262.70
Citijapan C  6  0.30  0.00   227.20   213.70   208.50
Citijapan C  6  0.30  0.00   205.50   217.30   210.70
Citijapan C  6  0.30  0.00   214.90   210.50   198.10
Citijapan C  6  0.30  0.00   226.00   189.40   187.70
Citijapan C  7  1.00  0.00   213.60   880.20   394.20
Citijapan C  7  1.00  0.00   203.40   601.30   331.70
Citijapan C  7  1.00  0.00   211.60   890.90   384.40
Citijapan C  7  1.00  0.00   211.60   457.70   283.60
Citijapan C  7  1.00  0.00   223.90   626.20   340.90
Citijapan C  7  1.00  0.00   202.00   848.90   410.60
Citijapan C  8  3.00  0.00   198.60   782.40   314.50
Citijapan C  8  3.00  0.00   201.30  1011.20   389.80
Citijapan C  8  3.00  0.00   210.10   719.80   312.40
Citijapan C  8  3.00  0.00   200.40   979.00   357.70
Citijapan C  8  3.00  0.00   213.00   643.10   358.40
Citijapan C  8  3.00  0.00   204.50  1018.80   390.10
Citijapan C  9 10.00  0.00   199.70  1048.40   404.60
Citijapan C  9 10.00  0.00   206.40   819.10   350.90
Citijapan C  9 10.00  0.00   194.10   935.80   407.40
Citijapan C  9 10.00  0.00   201.20   977.80   350.70
Citijapan C  9 10.00  0.00   193.70   530.80   293.70
Citijapan C  9 10.00  0.00   206.20   887.80   365.00
Citijapan C 10  3.00  0.10   214.40   188.40   184.30
Citijapan C 10  3.00  0.10   212.20   307.30   232.80
Citijapan C 10  3.00  0.10   206.80   182.20   176.10
Citijapan C 10  3.00  0.10   213.80   220.90   212.60
Citijapan C 10  3.00  0.10   198.30   224.00   219.30
Citijapan C 10  3.00  0.10   237.00   217.50   216.10
Citijapan C 11  3.00  1.00   196.90   124.20   119.00
Citijapan C 11  3.00  1.00   220.10   132.00   129.30
Citijapan C 11  3.00  1.00   212.90   111.30   110.30
Citijapan C 11  3.00  1.00   212.20   122.30   118.90
Citijapan C 11  3.00  1.00   213.80   143.10   140.60
Citijapan C 11  3.00  1.00   221.70   146.00   142.70
Denmark B  1  0.00  0.00   51.80   36.80   33.80
Denmark B  1  0.00  0.00   49.10   36.10   34.80
Denmark B  1  0.00  0.00   54.80   31.90   29.70
Denmark B  1  0.00  0.00   51.20   33.30   28.90
Denmark B  1  0.00  0.00   41.60   28.60   26.60
Denmark B  1  0.00  0.00   51.90   26.80   24.10
Denmark B  2  0.00  0.00   53.20   31.40   29.00
Denmark B  2  0.00  0.00   48.80   33.00   31.40
Denmark B  2  0.00  0.00   49.20   41.30   38.40
Denmark B  2  0.00  0.00   48.10   32.80   28.90
Denmark B  2  0.00  0.00   46.40   33.40   29.50
Denmark B  2  0.00  0.00   47.60   27.00   24.70
Denmark B  3  0.01  0.00   52.70   38.20   35.70
Denmark B  3  0.01  0.00   50.80   35.40   33.00
Denmark B  3  0.01  0.00   50.90   35.60   31.60
Denmark B  3  0.01  0.00   44.80   25.70   22.10
Denmark B  3  0.01  0.00   47.30   31.50   30.20
Denmark B  3  0.01  0.00   46.60   34.40   32.00
Denmark B  4  0.03  0.00   49.20   33.10   28.10
Denmark B  4  0.03  0.00   49.90   39.90   34.60
Denmark B  4  0.03  0.00   50.40   38.60   36.00
Denmark B  4  0.03  0.00   45.30   33.10   30.00
Denmark B  4  0.03  0.00   43.60   34.00   28.80
Denmark B  4  0.03  0.00   48.80   31.60   25.70
Denmark B  5  0.10  0.00   50.10   45.80   42.30
Denmark B  5  0.10  0.00   46.60   35.70   31.90
Denmark B  5  0.10  0.00   50.80   44.00   38.90
Denmark B  5  0.10  0.00   44.70   32.10   28.50
Denmark B  5  0.10  0.00   41.70   38.40   35.50
Denmark B  5  0.10  0.00   50.40   35.20   31.00
Denmark B  6  0.30  0.00   47.50  138.00  106.60
Denmark B  6  0.30  0.00   45.10  123.00  100.20
Denmark B  6  0.30  0.00   56.80   80.30   77.00
Denmark B  6  0.30  0.00   48.00   68.50   66.50
Denmark B  6  0.30  0.00   53.60  105.20   89.90
Denmark B  6  0.30  0.00   44.00  136.10  108.90
Denmark B  7  1.00  0.00   46.90  224.40  118.60
Denmark B  7  1.00  0.00   53.80  334.70  170.10
Denmark B  7  1.00  0.00   47.50  251.80  145.30
Denmark B  7  1.00  0.00   41.50  292.10  136.20
Denmark B  7  1.00  0.00   43.90  172.30  120.70
Denmark B  7  1.00  0.00   40.30  166.60  107.00
Denmark B  8  3.00  0.00   50.00  321.20  149.20
Denmark B  8  3.00  0.00   57.20  337.10  162.00
Denmark B  8  3.00  0.00   50.00  300.30  153.50
Denmark B  8  3.00  0.00   45.70  273.40  134.80
Denmark B  8  3.00  0.00   46.60  228.60  129.00
Denmark B  8  3.00  0.00   45.20  244.20  126.70
Denmark B  9 10.00  0.00   44.70  249.00  145.70
Denmark B  9 10.00  0.00   45.60  247.50  116.80
Denmark B  9 10.00  0.00   49.40  238.10  129.00
Denmark B  9 10.00  0.00   48.30  283.30  144.40
Denmark B  9 10.00  0.00   48.20  207.90  124.40
Denmark B  9 10.00  0.00   43.20  231.80  123.30
Denmark B 10  3.00  0.10   49.20   81.60   72.00
Denmark B 10  3.00  0.10   49.30   69.40   64.00
Denmark B 10  3.00  0.10   50.50   69.00   61.50
Denmark B 10  3.00  0.10   45.40   65.60   61.60
Denmark B 10  3.00  0.10   52.20   63.20   56.50
Denmark B 10  3.00  0.10   48.10   48.70   46.60
Denmark B 11  3.00  1.00   48.90   35.10   30.20
Denmark B 11  3.00  1.00   48.30   31.40   30.10
Denmark B 11  3.00  1.00   44.40   31.40   29.00
Denmark B 11  3.00  1.00   46.50   30.10   26.00
Denmark B 11  3.00  1.00   53.70   26.20   22.60
Denmark B 11  3.00  1.00   46.90   34.00   32.00
Exxon A  2  0.00  0.00   50.80     .     38.40
Exxon A  2  0.00  0.00   51.40   34.60   32.10
Exxon A  2  0.00  0.00   55.70   47.00   44.40
Exxon A  2  0.00  0.00   54.40   44.30   42.10
Exxon A  2  0.00  0.00   57.10   28.60   27.00
Exxon A  2  0.00  0.00   62.00   51.60   48.70
Exxon A  3  0.01  0.00   51.70   75.60   72.50
Exxon A  3  0.01  0.00   53.50   43.40   39.50
Exxon A  3  0.01  0.00   55.60   48.10   47.80
Exxon A  3  0.01  0.00   56.10   42.90   39.60
Exxon A  3  0.01  0.00   60.90   38.60   37.00
Exxon A  3  0.01  0.00   57.00   40.20   38.70
Exxon A  4  0.03  0.00   55.90   45.40   43.50
Exxon A  4  0.03  0.00   51.60     .     45.90
Exxon A  4  0.03  0.00   56.90   39.00   33.00
Exxon A  4  0.03  0.00   59.00   44.70   43.00
Exxon A  4  0.03  0.00   56.40   39.60   37.80
Exxon A  4  0.03  0.00   63.70   42.30   40.90
Exxon A  5  0.10  0.00   52.50   50.20   48.00
Exxon A  5  0.10  0.00   53.10   35.10   34.20
Exxon A  5  0.10  0.00   54.10     .     35.20
Exxon A  5  0.10  0.00   57.70   43.90   41.40
Exxon A  5  0.10  0.00   58.10   50.70   48.50
Exxon A  5  0.10  0.00   64.50   41.90   40.50
Exxon A  6  0.30  0.00   53.00   58.60   56.60
Exxon A  6  0.30  0.00   56.30   51.00   48.70
Exxon A  6  0.30  0.00   55.40   67.10   65.10
Exxon A  6  0.30  0.00   53.70     .     33.70
Exxon A  6  0.30  0.00   58.40   36.50   35.40
Exxon A  6  0.30  0.00   60.40   45.30   43.20
Exxon A  7  1.00  0.00   52.00   48.10   45.90
Exxon A  7  1.00  0.00   56.90   62.60   61.20
Exxon A  7  1.00  0.00   55.90   67.20   65.00
Exxon A  7  1.00  0.00   58.70   68.10   65.50
Exxon A  7  1.00  0.00   55.60   46.40   45.20
Exxon A  7  1.00  0.00   61.00   53.50   51.70
Exxon A  8  3.00  0.00   54.20   76.50   68.80
Exxon A  8  3.00  0.00   54.50  165.50  127.00
Exxon A  8  3.00  0.00   54.90     .    129.90
Exxon A  8  3.00  0.00   60.70  133.20  114.20
Exxon A  8  3.00  0.00   62.60  156.90  131.60
Exxon A  8  3.00  0.00   60.80  128.90  111.60
Exxon A  9 10.00  0.00   50.00  204.40  137.60
Exxon A  9 10.00  0.00   55.00  208.50  132.50
Exxon A  9 10.00  0.00   52.00  201.20  142.40
Exxon A  9 10.00  0.00   57.90  201.00  147.40
Exxon A  9 10.00  0.00   55.90  193.50  150.40
Exxon A  9 10.00  0.00   60.50     .    124.30
Exxon A 10  3.00  0.10   51.30  114.50  109.20
Exxon A 10  3.00  0.10   51.50  112.30  106.40
Exxon A 10  3.00  0.10   58.00  105.30   99.80
Exxon A 10  3.00  0.10   57.80   97.40   94.90
Exxon A 10  3.00  0.10   56.50   83.80   80.60
Exxon A 10  3.00  0.10   58.00   67.60   63.50
Exxon A 11  3.00  1.00   51.80   47.90   46.70
Exxon A 11  3.00  1.00   52.70   58.80   49.40
Exxon A 11  3.00  1.00   55.10   34.80   30.70
Exxon A 11  3.00  1.00   56.20   42.20   39.20
Exxon A 11  3.00  1.00   58.00   34.40   32.70
Exxon A 11  3.00  1.00   58.30   42.60   40.80
Hatano A  1  0.00  0.00    53.70    34.30    33.50
Hatano A  1  0.00  0.00    51.80    31.00    30.10
Hatano A  1  0.00  0.00    57.20    32.10    31.10
Hatano A  1  0.00  0.00    54.20    29.80    29.10
Hatano A  1  0.00  0.00    56.20    26.10    23.90
Hatano A  1  0.00  0.00    56.20    34.00    32.30
Hatano A  2  0.00  0.00    50.90    28.20    25.70
Hatano A  2  0.00  0.00    58.60    33.90    33.30
Hatano A  2  0.00  0.00    53.20    27.90    26.50
Hatano A  2  0.00  0.00    50.10    27.50    26.10
Hatano A  2  0.00  0.00    55.10    30.20    28.60
Hatano A  2  0.00  0.00    59.00    32.80    31.30
Hatano A  3  0.01  0.00    54.00    30.10    28.70
Hatano A  3  0.01  0.00    55.30    28.70    28.00
Hatano A  3  0.01  0.00    57.70    27.10    26.40
Hatano A  3  0.01  0.00    51.80    25.00    23.60
Hatano A  3  0.01  0.00    55.90    32.50    30.80
Hatano A  3  0.01  0.00    54.40    25.50    25.30
Hatano A  4  0.03  0.00    57.50    29.90    28.20
Hatano A  4  0.03  0.00    58.80    33.00    31.50
Hatano A  4  0.03  0.00    58.00    29.80    28.00
Hatano A  4  0.03  0.00    50.90    24.00    23.10
Hatano A  4  0.03  0.00    50.30    31.20    29.90
Hatano A  4  0.03  0.00    54.50    29.50    29.20
Hatano A  5  0.10  0.00    54.60    34.10    33.70
Hatano A  5  0.10  0.00    55.30    27.20    27.20
Hatano A  5  0.10  0.00    50.80    27.40    26.40
Hatano A  5  0.10  0.00    53.80    26.60    25.50
Hatano A  5  0.10  0.00    58.40    32.00    31.10
Hatano A  5  0.10  0.00    53.00    34.90    33.50
Hatano A  6  0.30  0.00    57.70    31.10    30.60
Hatano A  6  0.30  0.00    55.20    32.20    31.60
Hatano A  6  0.30  0.00    58.90    29.40    26.90
Hatano A  6  0.30  0.00    54.00    29.20    27.40
Hatano A  6  0.30  0.00    51.80    30.20    29.00
Hatano A  6  0.30  0.00    51.20    29.30    27.30
Hatano A  7  1.00  0.00    56.10    55.00    53.30
Hatano A  7  1.00  0.00    53.50    66.80    63.20
Hatano A  7  1.00  0.00    54.10    39.40    37.90
Hatano A  7  1.00  0.00    54.80    79.50    77.10
Hatano A  7  1.00  0.00    58.30    99.00    94.80
Hatano A  7  1.00  0.00    51.90    59.40    56.30
Hatano A  8  3.00  0.00    51.90   104.60    97.40
Hatano A  8  3.00  0.00    56.10   124.80   107.40
Hatano A  8  3.00  0.00    55.50    93.00    85.90
Hatano A  8  3.00  0.00    57.30    91.80    87.70
Hatano A  8  3.00  0.00    49.70   111.50    97.80
Hatano A  8  3.00  0.00    49.90   103.20    97.80
Hatano A  9 10.00  0.00    57.60   165.80   123.10
Hatano A  9 10.00  0.00    55.40   207.70   140.00
Hatano A  9 10.00  0.00    51.80   125.10    99.90
Hatano A  9 10.00  0.00    56.50   147.60   132.90
Hatano A  9 10.00  0.00    54.90   180.00   117.10
Hatano A  9 10.00  0.00    54.00   177.70   134.60
Hatano A 10  3.00  0.10    47.40    89.20    83.80
Hatano A 10  3.00  0.10    54.00    91.10    87.50
Hatano A 10  3.00  0.10    51.20   132.20   122.90
Hatano A 10  3.00  0.10    59.10    62.50    60.30
Hatano A 10  3.00  0.10    52.90    63.20    61.40
Hatano A 10  3.00  0.10    56.60    57.30    55.00
Hatano A 11  3.00  1.00    51.10    74.90    72.90
Hatano A 11  3.00  1.00    52.70    40.70    39.40
Hatano A 11  3.00  1.00    51.00    57.70    55.50
Hatano A 11  3.00  1.00    56.70    43.10    42.00
Hatano A 11  3.00  1.00    52.90    42.40    40.60
Hatano A 11  3.00  1.00    56.00    57.00    54.80
Hatano B  1  0.00  0.00    53.80    27.80    24.20
Hatano B  1  0.00  0.00    55.10    32.40    30.90
Hatano B  1  0.00  0.00    52.80    24.50    23.00
Hatano B  1  0.00  0.00    48.40    36.50    35.00
Hatano B  1  0.00  0.00    53.80    29.10    28.00
Hatano B  1  0.00  0.00    54.30    36.40    34.40
Hatano B  2  0.00  0.00    53.40    28.40    26.70
Hatano B  2  0.00  0.00    51.90    28.00    27.00
Hatano B  2  0.00  0.00    57.40    26.90    25.20
Hatano B  2  0.00  0.00    50.30    26.00    24.40
Hatano B  2  0.00  0.00    52.60    27.40    25.90
Hatano B  2  0.00  0.00    52.90    28.40    27.10
Hatano B  3  0.01  0.00    54.40    32.30    31.00
Hatano B  3  0.01  0.00    57.90    36.80    35.40
Hatano B  3  0.01  0.00    56.50    28.90    27.10
Hatano B  3  0.01  0.00    51.50    29.90    25.90
Hatano B  3  0.01  0.00    45.50    25.80    24.40
Hatano B  3  0.01  0.00    52.90    29.40    28.50
Hatano B  4  0.03  0.00    47.30    31.20    29.60
Hatano B  4  0.03  0.00    44.40    25.20    24.10
Hatano B  4  0.03  0.00    59.20    28.10    26.50
Hatano B  4  0.03  0.00    52.80    29.40    28.20
Hatano B  4  0.03  0.00    55.00    26.50    25.50
Hatano B  4  0.03  0.00    52.50    32.90    31.70
Hatano B  5  0.10  0.00    49.40    28.40    27.60
Hatano B  5  0.10  0.00    52.50    28.70    27.20
Hatano B  5  0.10  0.00    54.00    29.10    28.20
Hatano B  5  0.10  0.00    57.60    28.60    27.20
Hatano B  5  0.10  0.00    50.70    34.00    32.80
Hatano B  5  0.10  0.00    49.70    26.30    25.10
Hatano B  6  0.30  0.00    56.40    76.70    74.80
Hatano B  6  0.30  0.00    51.10    28.90    28.20
Hatano B  6  0.30  0.00    53.50    48.40    46.70
Hatano B  6  0.30  0.00    52.50    53.60    52.50
Hatano B  6  0.30  0.00    47.60    45.90    44.70
Hatano B  6  0.30  0.00    57.10    74.90    73.40
Hatano B  7  1.00  0.00    55.30   176.50   132.70
Hatano B  7  1.00  0.00    46.10   123.50   108.10
Hatano B  7  1.00  0.00    50.20   191.80   155.10
Hatano B  7  1.00  0.00    55.20   148.40   128.00
Hatano B  7  1.00  0.00    51.80   151.50   110.30
Hatano B  7  1.00  0.00    53.30   153.70   121.50
Hatano B  8  3.00  0.00    50.30   196.40   154.70
Hatano B  8  3.00  0.00    47.50   178.00   138.70
Hatano B  8  3.00  0.00    51.80   221.20   147.20
Hatano B  8  3.00  0.00    55.10   187.30   141.10
Hatano B  8  3.00  0.00    55.70   199.70   141.00
Hatano B  8  3.00  0.00    56.20   252.90   155.30
Hatano B  9 10.00  0.00    53.40   177.20   140.90
Hatano B  9 10.00  0.00    53.70   304.20   143.60
Hatano B  9 10.00  0.00      .        .        .  
Hatano B  9 10.00  0.00    52.90   216.80   139.50
Hatano B  9 10.00  0.00    49.00      .     250.20
Hatano B  9 10.00  0.00    49.80   183.70   122.30
Hatano B 10  3.00  0.10    51.00    34.20    33.10
Hatano B 10  3.00  0.10    52.10    42.70    42.40
Hatano B 10  3.00  0.10    56.20    45.90    45.10
Hatano B 10  3.00  0.10    54.50    46.40    45.00
Hatano B 10  3.00  0.10    55.90    37.00    35.60
Hatano B 10  3.00  0.10    49.40    39.40    37.40
Hatano B 11  3.00  1.00    52.10    25.80    24.60
Hatano B 11  3.00  1.00    52.20    28.80    26.90
Hatano B 11  3.00  1.00    53.70    26.20    24.90
Hatano B 11  3.00  1.00    47.50    25.50    23.30
Hatano B 11  3.00  1.00    52.50    24.70    23.00
Hatano B 11  3.00  1.00    56.00    27.00    25.70
Hatano C  1  0.00  0.00   214.70   129.30   127.70
Hatano C  1  0.00  0.00   251.40   107.50   105.40
Hatano C  1  0.00  0.00   266.50   117.70   115.80
Hatano C  1  0.00  0.00   229.10   118.90   116.90
Hatano C  1  0.00  0.00   248.80   120.30   117.60
Hatano C  1  0.00  0.00   238.30   138.00   136.40
Hatano C  2  0.00  0.00   228.00   116.00   113.90
Hatano C  2  0.00  0.00   262.40   105.10   103.40
Hatano C  2  0.00  0.00   253.40   140.60   139.10
Hatano C  2  0.00  0.00   230.40   129.40   127.30
Hatano C  2  0.00  0.00   243.80   121.50   119.70
Hatano C  2  0.00  0.00   221.20   127.10   126.30
Hatano C  3  0.01  0.00   207.00   118.80   117.20
Hatano C  3  0.01  0.00   215.00   130.50   128.60
Hatano C  3  0.01  0.00   259.30   124.40   122.70
Hatano C  3  0.01  0.00   235.10   106.00   104.60
Hatano C  3  0.01  0.00   256.50   108.10   106.30
Hatano C  3  0.01  0.00   248.10   126.10   123.60
Hatano C  4  0.03  0.00   210.20   130.90   129.00
Hatano C  4  0.03  0.00   251.70   144.20   141.40
Hatano C  4  0.03  0.00   241.70   111.50   110.50
Hatano C  4  0.03  0.00   235.30   101.00    99.30
Hatano C  4  0.03  0.00   256.30   123.30   120.50
Hatano C  4  0.03  0.00   233.20   118.10   116.70
Hatano C  5  0.10  0.00   227.10   124.80   121.00
Hatano C  5  0.10  0.00   210.40   124.30   120.70
Hatano C  5  0.10  0.00   217.40   133.90   131.90
Hatano C  5  0.10  0.00   249.00   127.10   125.70
Hatano C  5  0.10  0.00   266.70   156.10   153.60
Hatano C  5  0.10  0.00   221.60   136.60   134.60
Hatano C  6  0.30  0.00   237.40   202.50   197.90
Hatano C  6  0.30  0.00   219.00   222.40   217.30
Hatano C  6  0.30  0.00   226.30   213.10   209.00
Hatano C  6  0.30  0.00   250.00   187.00   184.50
Hatano C  6  0.30  0.00   255.70   250.90   243.70
Hatano C  6  0.30  0.00   221.00   278.70   272.60
Hatano C  7  1.00  0.00   226.90   457.60   278.50
Hatano C  7  1.00  0.00   218.70   353.50   296.60
Hatano C  7  1.00  0.00   197.50   625.50   340.20
Hatano C  7  1.00  0.00   224.60  1118.70   427.60
Hatano C  7  1.00  0.00   250.00   249.30   244.40
Hatano C  7  1.00  0.00   248.50   332.70   317.80
Hatano C  8  3.00  0.00   223.70   636.80   352.50
Hatano C  8  3.00  0.00   225.20   855.30   399.10
Hatano C  8  3.00  0.00   249.70  1058.00   426.00
Hatano C  8  3.00  0.00   232.00   700.40   355.60
Hatano C  8  3.00  0.00   209.90   683.40   364.70
Hatano C  8  3.00  0.00   206.40   989.50   426.70
Hatano C  9 10.00  0.00   236.30  1021.00   376.10
Hatano C  9 10.00  0.00   222.20   378.80   361.70
Hatano C  9 10.00  0.00   228.80  1164.20   425.00
Hatano C  9 10.00  0.00   200.20   793.20   376.10
Hatano C  9 10.00  0.00   212.80  1195.20   457.90
Hatano C  9 10.00  0.00   217.60   888.20   353.20
Hatano C 10  3.00  0.10   223.60      .        .  
Hatano C 10  3.00  0.10   221.50   162.20   158.80
Hatano C 10  3.00  0.10   231.40   174.20   171.40
Hatano C 10  3.00  0.10   251.90   184.50   181.00
Hatano C 10  3.00  0.10   242.90   154.30   151.20
Hatano C 10  3.00  0.10   203.40   190.90   187.70
Hatano C 11  3.00  1.00   244.10   155.20   151.30
Hatano C 11  3.00  1.00   230.40    98.50    96.00
Hatano C 11  3.00  1.00   256.90   114.20   112.60
Hatano C 11  3.00  1.00   221.30   129.40   127.00
Hatano C 11  3.00  1.00   235.00   107.80   105.50
Hatano C 11  3.00  1.00   205.60   136.70   135.40
Hatano D  1  0.00  0.00   242.10    92.90    90.90
Hatano D  1  0.00  0.00   258.80   100.50    98.50
Hatano D  1  0.00  0.00   264.60   105.30   100.50
Hatano D  1  0.00  0.00   267.60   131.10   128.00
Hatano D  1  0.00  0.00   237.80   109.60   107.10
Hatano D  1  0.00  0.00   243.70   109.80   107.50
Hatano D  2  0.00  0.00   263.30   129.80   126.50
Hatano D  2  0.00  0.00   271.80    91.90    89.60
Hatano D  2  0.00  0.00   226.90    92.80    90.30
Hatano D  2  0.00  0.00   247.00    92.20    90.40
Hatano D  2  0.00  0.00   248.80   101.00    96.40
Hatano D  2  0.00  0.00   258.60   114.00   112.00
Hatano D  3  0.01  0.00   229.80    97.70    94.80
Hatano D  3  0.01  0.00   262.40   113.70   110.80
Hatano D  3  0.01  0.00   247.90   115.00   111.70
Hatano D  3  0.01  0.00   239.30   102.90   101.00
Hatano D  3  0.01  0.00   255.40   130.20   128.70
Hatano D  3  0.01  0.00   273.50   113.10   108.40
Hatano D  4  0.03  0.00   233.30   119.10   115.90
Hatano D  4  0.03  0.00   245.10   101.00    97.80
Hatano D  4  0.03  0.00   251.80   123.00   119.80
Hatano D  4  0.03  0.00   231.80    97.60    95.00
Hatano D  4  0.03  0.00   260.90   109.80   105.50
Hatano D  4  0.03  0.00   276.10   101.50    98.70
Hatano D  5  0.10  0.00   228.60   128.70   127.40
Hatano D  5  0.10  0.00   229.20   441.80   303.00
Hatano D  5  0.10  0.00   242.30   139.20   136.00
Hatano D  5  0.10  0.00   246.80   136.20   132.00
Hatano D  5  0.10  0.00   228.60   147.90   144.50
Hatano D  5  0.10  0.00   257.10   148.60   143.00
Hatano D  6  0.30  0.00   232.30   289.70   281.70
Hatano D  6  0.30  0.00   249.00   243.50   235.90
Hatano D  6  0.30  0.00   231.70   299.50   290.70
Hatano D  6  0.30  0.00   263.50   254.10   247.20
Hatano D  6  0.30  0.00   217.50   226.20   219.20
Hatano D  6  0.30  0.00   251.00   290.40   280.40
Hatano D  7  1.00  0.00   220.80   421.50   409.10
Hatano D  7  1.00  0.00   237.40   291.30   286.20
Hatano D  7  1.00  0.00   226.30   362.70   355.40
Hatano D  7  1.00  0.00   224.60   367.10   357.20
Hatano D  7  1.00  0.00   208.90   475.20   429.20
Hatano D  7  1.00  0.00   245.80   391.10   372.70
Hatano D  8  3.00  0.00   203.10   317.70   311.00
Hatano D  8  3.00  0.00   234.10   442.80   420.90
Hatano D  8  3.00  0.00   222.30   456.10   443.30
Hatano D  8  3.00  0.00   237.50   359.70   349.40
Hatano D  8  3.00  0.00   239.10   450.60   415.50
Hatano D  8  3.00  0.00   218.10   448.10   422.80
Hatano D  9 10.00  0.00   220.10   562.20   453.80
Hatano D  9 10.00  0.00   237.50   497.10   385.00
Hatano D  9 10.00  0.00   212.60   581.90   463.20
Hatano D  9 10.00  0.00   221.70   461.70   386.50
Hatano D  9 10.00  0.00   200.60   491.10   428.30
Hatano D  9 10.00  0.00   236.20   522.30   462.90
Hatano D 10  3.00  0.10   257.90   176.20   171.00
Hatano D 10  3.00  0.10   241.70   206.80   202.10
Hatano D 10  3.00  0.10   236.50   219.30   213.90
Hatano D 10  3.00  0.10   234.10   191.40   186.00
Hatano D 10  3.00  0.10   234.30   208.30   205.30
Hatano D 10  3.00  0.10   234.30   182.80   179.50
Hatano D 11  3.00  1.00   229.20   113.00   111.10
Hatano D 11  3.00  1.00   214.60   117.00   114.00
Hatano D 11  3.00  1.00   265.40   127.40   123.70
Hatano D 11  3.00  1.00   235.60   135.10   132.00
Hatano D 11  3.00  1.00   251.10   119.90   118.10
Hatano D 11  3.00  1.00   243.80    83.30    81.90
Huntingdon C  1  0.00  0.00  304.10   89.00   87.00
Huntingdon C  1  0.00  0.00  267.70   71.00   70.00
Huntingdon C  1  0.00  0.00  311.10  100.00   99.00
Huntingdon C  1  0.00  0.00  298.40  109.00  106.00
Huntingdon C  1  0.00  0.00  321.70   92.00   92.00
Huntingdon C  1  0.00  0.00  286.50  104.00  103.00
Huntingdon C  2  0.00  0.00  299.80  115.00  108.00
Huntingdon C  2  0.00  0.00  279.20   94.00   92.00
Huntingdon C  2  0.00  0.00  277.40  102.00   98.00
