lab proto group dose1 dose2 body wet blot
Mitsubishi A  3  0.01  0.00    62.40    31.00    29.50
Mitsubishi A  3  0.01  0.00    62.70    31.00    29.50
Mitsubishi A  3  0.01  0.00    57.30    29.60    28.10
Mitsubishi A  3  0.01  0.00    57.80    34.30    32.70
Mitsubishi A  3  0.01  0.00    57.50    35.80    32.90
Mitsubishi A  3  0.01  0.00    53.00    28.00    25.60
Mitsubishi A  4  0.03  0.00    57.00    30.20    28.30
Mitsubishi A  4  0.03  0.00    64.90    38.60    36.40
Mitsubishi A  4  0.03  0.00    61.80    38.50    36.50
Mitsubishi A  4  0.03  0.00    54.20    25.00    23.50
Mitsubishi A  4  0.03  0.00    57.90    36.80    36.00
Mitsubishi A  4  0.03  0.00    57.10    30.50    28.80
Mitsubishi A  5  0.10  0.00    62.30    33.90    32.30
Mitsubishi A  5  0.10  0.00    60.90    37.50    35.40
Mitsubishi A  5  0.10  0.00    59.90    37.00    35.60
Mitsubishi A  5  0.10  0.00    59.70    32.80    31.00
Mitsubishi A  5  0.10  0.00    56.80    34.70    33.70
Mitsubishi A  5  0.10  0.00    54.10    31.30    29.50
Mitsubishi A  6  0.30  0.00    57.80    37.90    35.70
Mitsubishi A  6  0.30  0.00    55.60    37.90    35.20
Mitsubishi A  6  0.30  0.00    55.10    33.50    30.80
Mitsubishi A  6  0.30  0.00    58.80    38.10    35.90
Mitsubishi A  6  0.30  0.00    56.70    31.80    30.40
Mitsubishi A  6  0.30  0.00    58.60    40.60    38.30
Mitsubishi A  7  1.00  0.00    55.90    56.00    52.50
Mitsubishi A  7  1.00  0.00    59.80    59.60    57.20
Mitsubishi A  7  1.00  0.00    57.00    63.10    59.90
Mitsubishi A  7  1.00  0.00    60.80    63.10    59.80
Mitsubishi A  7  1.00  0.00    61.70    82.40    78.20
Mitsubishi A  7  1.00  0.00    61.20    57.80    54.10
Mitsubishi A  8  3.00  0.00    58.70   153.40   126.60
Mitsubishi A  8  3.00  0.00    52.70   162.20   106.90
Mitsubishi A  8  3.00  0.00    64.90   157.40   116.30
Mitsubishi A  8  3.00  0.00    57.10   138.70   106.70
Mitsubishi A  8  3.00  0.00    57.70    89.10    85.60
Mitsubishi A  8  3.00  0.00    55.60   122.20   111.00
Mitsubishi A  9 10.00  0.00    47.90   148.40   115.60
Mitsubishi A  9 10.00  0.00    59.50   228.80   130.10
Mitsubishi A  9 10.00  0.00    57.00   229.00   139.70
Mitsubishi A  9 10.00  0.00    55.90   123.40   106.80
Mitsubishi A  9 10.00  0.00    61.70   247.40   142.30
Mitsubishi A  9 10.00  0.00    58.50   188.90   119.60
Mitsubishi A 10  3.00  0.10    59.30    80.30    77.40
Mitsubishi A 10  3.00  0.10    52.70   100.20    95.40
Mitsubishi A 10  3.00  0.10    58.80    79.10    74.50
Mitsubishi A 10  3.00  0.10    59.10    92.30    88.30
Mitsubishi A 10  3.00  0.10    52.40    97.50    93.60
Mitsubishi A 10  3.00  0.10    62.50   160.40   121.80
Mitsubishi A 11  3.00  1.00    54.50    31.50    30.30
Mitsubishi A 11  3.00  1.00    58.70    53.50    51.30
Mitsubishi A 11  3.00  1.00    56.40    44.90    41.90
Mitsubishi A 11  3.00  1.00    61.10    55.80    53.20
Mitsubishi A 11  3.00  1.00    59.80    46.20    44.00
Mitsubishi A 11  3.00  1.00    51.60    39.70    38.00
Mitsubishi B  1  0.00  0.00    54.30    30.60    29.20
Mitsubishi B  1  0.00  0.00    56.40    31.50    29.50
Mitsubishi B  1  0.00  0.00    56.30    37.20    35.80
Mitsubishi B  1  0.00  0.00    66.60    38.90    37.00
Mitsubishi B  1  0.00  0.00    58.50    35.60    34.20
Mitsubishi B  1  0.00  0.00    55.10    30.30    29.50
Mitsubishi B  2  0.00  0.00    55.30    28.00    26.30
Mitsubishi B  2  0.00  0.00    61.20    31.60    30.60
Mitsubishi B  2  0.00  0.00    58.40    36.70    35.30
Mitsubishi B  2  0.00  0.00    56.60    32.70    31.90
Mitsubishi B  2  0.00  0.00    62.50    34.20    33.00
Mitsubishi B  2  0.00  0.00    53.10    28.70    27.20
Mitsubishi B  3  0.01  0.00    49.20    23.80    23.10
Mitsubishi B  3  0.01  0.00    58.30    31.80    30.60
Mitsubishi B  3  0.01  0.00    54.80    26.50    25.90
Mitsubishi B  3  0.01  0.00    58.70    30.20    28.40
Mitsubishi B  3  0.01  0.00    59.70    32.10    30.30
Mitsubishi B  3  0.01  0.00    59.50    31.80    29.60
Mitsubishi B  4  0.03  0.00    57.60    25.10    24.20
Mitsubishi B  4  0.03  0.00    55.20    26.40    25.50
Mitsubishi B  4  0.03  0.00    64.20    34.20    32.20
Mitsubishi B  4  0.03  0.00    50.50    28.60    27.10
Mitsubishi B  4  0.03  0.00    53.30    29.40    27.70
Mitsubishi B  4  0.03  0.00    59.20    28.30    26.60
Mitsubishi B  5  0.10  0.00    61.30    33.50    30.80
Mitsubishi B  5  0.10  0.00    53.70    27.50    25.80
Mitsubishi B  5  0.10  0.00    57.60    36.70    33.90
Mitsubishi B  5  0.10  0.00    57.30    36.10    33.90
Mitsubishi B  5  0.10  0.00    51.00    39.30    37.10
Mitsubishi B  5  0.10  0.00    58.40    37.60    35.40
Mitsubishi B  6  0.30  0.00    50.10    64.70    59.50
Mitsubishi B  6  0.30  0.00    57.50    82.50    79.00
Mitsubishi B  6  0.30  0.00    56.50    71.30    68.00
Mitsubishi B  6  0.30  0.00    54.60   104.70    98.70
Mitsubishi B  6  0.30  0.00    60.60    69.80    67.50
Mitsubishi B  6  0.30  0.00    56.60    82.70    79.50
Mitsubishi B  7  1.00  0.00    60.10   134.30   109.50
Mitsubishi B  7  1.00  0.00    50.20   141.80   123.00
Mitsubishi B  7  1.00  0.00    60.00   140.70   121.80
Mitsubishi B  7  1.00  0.00    55.70   194.40   151.50
Mitsubishi B  7  1.00  0.00    57.90   170.70   137.60
Mitsubishi B  7  1.00  0.00    49.80   150.10   118.30
Mitsubishi B  8  3.00  0.00    56.70   303.30   160.90
Mitsubishi B  8  3.00  0.00    57.80   309.50   176.20
Mitsubishi B  8  3.00  0.00    54.40   248.70   146.70
Mitsubishi B  8  3.00  0.00    60.80   278.00   141.20
Mitsubishi B  8  3.00  0.00    53.20   256.90   152.50
Mitsubishi B  8  3.00  0.00    47.30   209.10   120.50
Mitsubishi B  9 10.00  0.00    56.20   323.00   158.60
Mitsubishi B  9 10.00  0.00    57.00   241.90   147.50
Mitsubishi B  9 10.00  0.00    57.20   316.00   171.10
Mitsubishi B  9 10.00  0.00    53.30   280.10   152.30
Mitsubishi B  9 10.00  0.00    55.50   305.00   154.80
Mitsubishi B  9 10.00  0.00    57.50   198.70   157.40
Mitsubishi B 10  3.00  0.10    52.40    49.00    46.90
Mitsubishi B 10  3.00  0.10    58.20    51.30    49.70
Mitsubishi B 10  3.00  0.10    50.50    59.50    57.40
Mitsubishi B 10  3.00  0.10    59.30    52.90    51.10
Mitsubishi B 10  3.00  0.10    58.90    58.10    55.60
Mitsubishi B 10  3.00  0.10    58.50    59.70    57.50
Mitsubishi B 11  3.00  1.00    58.60    27.90    26.40
Mitsubishi B 11  3.00  1.00    55.60    28.80    26.90
Mitsubishi B 11  3.00  1.00    52.20    23.50    22.60
Mitsubishi B 11  3.00  1.00    56.60    25.50    24.10
Mitsubishi B 11  3.00  1.00    59.10    28.50    26.50
Mitsubishi B 11  3.00  1.00    51.80    25.80    24.70
Mitsubishi C  1  0.00  0.00   215.10   121.00   118.50
Mitsubishi C  1  0.00  0.00   231.90   128.60   123.80
Mitsubishi C  1  0.00  0.00   222.60   126.70   121.60
Mitsubishi C  1  0.00  0.00   236.40   117.10   115.00
Mitsubishi C  1  0.00  0.00   236.80   125.50   119.00
Mitsubishi C  1  0.00  0.00   247.30   115.10   108.30
Mitsubishi C  2  0.00  0.00   247.60   133.60   124.00
Mitsubishi C  2  0.00  0.00   237.80   115.00   108.60
Mitsubishi C  2  0.00  0.00   219.30   120.30   117.50
Mitsubishi C  2  0.00  0.00   251.90   117.40   114.20
Mitsubishi C  2  0.00  0.00   226.20   120.20   112.90
Mitsubishi C  2  0.00  0.00   228.40   123.00   118.30
Mitsubishi C  3  0.01  0.00   233.00   100.10    95.30
Mitsubishi C  3  0.01  0.00   222.80   120.50   115.80
Mitsubishi C  3  0.01  0.00   217.70    94.40    92.30
Mitsubishi C  3  0.01  0.00   240.10   134.50   129.20
Mitsubishi C  3  0.01  0.00   230.30    98.90    95.80
Mitsubishi C  3  0.01  0.00   241.10   114.80   110.20
Mitsubishi C  4  0.03  0.00   234.00   125.70   118.80
Mitsubishi C  4  0.03  0.00   219.30   123.40   116.70
Mitsubishi C  4  0.03  0.00   239.90   125.20   119.30
Mitsubishi C  4  0.03  0.00   229.90   129.60   124.50
Mitsubishi C  4  0.03  0.00   228.20   118.00   113.40
Mitsubishi C  4  0.03  0.00   242.10   124.90   118.60
Mitsubishi C  5  0.10  0.00   241.80   115.80   110.10
Mitsubishi C  5  0.10  0.00   222.20   259.10   250.00
Mitsubishi C  5  0.10  0.00   214.30   130.60   125.20
Mitsubishi C  5  0.10  0.00   232.30   113.30   107.80
Mitsubishi C  5  0.10  0.00   238.30   126.10   120.90
Mitsubishi C  5  0.10  0.00   219.70   161.90   152.50
Mitsubishi C  6  0.30  0.00   215.70   264.70   226.90
Mitsubishi C  6  0.30  0.00   251.90   211.10   200.10
Mitsubishi C  6  0.30  0.00   228.00   224.60   210.50
Mitsubishi C  6  0.30  0.00   227.20   250.60   231.30
Mitsubishi C  6  0.30  0.00   218.90   212.80   200.70
Mitsubishi C  6  0.30  0.00   231.80   224.10   214.20
Mitsubishi C  7  1.00  0.00   210.20   769.00   320.00
Mitsubishi C  7  1.00  0.00   228.10   841.20   400.70
Mitsubishi C  7  1.00  0.00   234.00   807.90   396.50
Mitsubishi C  7  1.00  0.00   225.00   621.90   298.40
Mitsubishi C  7  1.00  0.00   214.70   469.10   287.70
Mitsubishi C  7  1.00  0.00   201.60   429.90   253.10
Mitsubishi C  8  3.00  0.00   218.60   923.90   350.70
Mitsubishi C  8  3.00  0.00   215.60  1189.90   396.90
Mitsubishi C  8  3.00  0.00   203.40   952.80   355.40
Mitsubishi C  8  3.00  0.00   211.60  1109.50   399.90
Mitsubishi C  8  3.00  0.00   225.50   779.10   381.90
Mitsubishi C  8  3.00  0.00   195.20  1053.90   385.40
Mitsubishi C  9 10.00  0.00   215.80   776.40   342.20
Mitsubishi C  9 10.00  0.00   213.20  1477.30   410.30
Mitsubishi C  9 10.00  0.00   203.30   707.20   374.50
Mitsubishi C  9 10.00  0.00   227.40   780.80   328.10
Mitsubishi C  9 10.00  0.00   217.20  1061.60   406.10
Mitsubishi C  9 10.00  0.00   197.40   594.80   265.00
Mitsubishi C 10  3.00  0.10   225.40   201.10   189.80
Mitsubishi C 10  3.00  0.10   217.30   174.50   167.40
Mitsubishi C 10  3.00  0.10   219.90   152.80   147.30
Mitsubishi C 10  3.00  0.10   232.90   162.50   154.00
Mitsubishi C 10  3.00  0.10   239.00   161.40   157.90
Mitsubishi C 10  3.00  0.10   218.60   169.70   163.20
Mitsubishi C 11  3.00  1.00   212.50   110.20   105.70
Mitsubishi C 11  3.00  1.00   237.90   107.10   101.60
Mitsubishi C 11  3.00  1.00   208.60   104.20    99.40
Mitsubishi C 11  3.00  1.00   226.20   140.20   132.20
Mitsubishi C 11  3.00  1.00   214.40    92.10    88.70
Mitsubishi C 11  3.00  1.00   226.20   113.40   110.50
Mitsubishi D  1  0.00  0.00   261.90   100.00    95.90
Mitsubishi D  1  0.00  0.00   253.50   100.30    96.40
Mitsubishi D  1  0.00  0.00   266.30    98.00    95.70
Mitsubishi D  1  0.00  0.00   279.60   118.30   115.20
Mitsubishi D  1  0.00  0.00   242.60    97.40    93.10
Mitsubishi D  1  0.00  0.00   272.30   120.30   117.20
Mitsubishi D  2  0.00  0.00   267.20   106.60   102.40
Mitsubishi D  2  0.00  0.00   247.80   108.80   105.10
Mitsubishi D  2  0.00  0.00   261.20   109.00   103.30
Mitsubishi D  2  0.00  0.00   250.60   107.10   101.90
Mitsubishi D  2  0.00  0.00   250.40   104.60    99.40
Mitsubishi D  2  0.00  0.00   263.60   103.40    97.60
Mitsubishi D  3  0.01  0.00   262.30   123.50   116.00
Mitsubishi D  3  0.01  0.00   256.00    94.80    91.90
Mitsubishi D  3  0.01  0.00   277.10   113.50   108.10
Mitsubishi D  3  0.01  0.00   269.90   116.00   112.40
Mitsubishi D  3  0.01  0.00   256.40   103.40    98.00
Mitsubishi D  3  0.01  0.00   247.50   105.70    97.30
Mitsubishi D  4  0.03  0.00   242.30   120.80   113.80
Mitsubishi D  4  0.03  0.00   254.20   101.60    99.10
Mitsubishi D  4  0.03  0.00   258.60   114.00   107.40
Mitsubishi D  4  0.03  0.00   268.90    96.00    91.20
Mitsubishi D  4  0.03  0.00   261.60   117.20   110.90
Mitsubishi D  5  0.10  0.00   220.90   109.80   104.80
Mitsubishi D  5  0.10  0.00   236.40   147.80   143.30
Mitsubishi D  5  0.10  0.00   255.90   132.10   127.00
Mitsubishi D  5  0.10  0.00   254.20   152.60   144.20
Mitsubishi D  5  0.10  0.00   244.20   124.10   117.30
Mitsubishi D  5  0.10  0.00   241.20   125.70   119.80
Mitsubishi D  6  0.30  0.00   237.90   253.30   243.20
Mitsubishi D  6  0.30  0.00   242.30   333.80   309.90
Mitsubishi D  6  0.30  0.00   249.60   313.70   294.00
Mitsubishi D  6  0.30  0.00   240.00   215.70   209.40
Mitsubishi D  6  0.30  0.00   233.60   272.30   263.10
Mitsubishi D  6  0.30  0.00   256.10   298.60   285.90
Mitsubishi D  7  1.00  0.00   214.00   361.10   344.70
Mitsubishi D  7  1.00  0.00   228.50   310.80   302.70
Mitsubishi D  7  1.00  0.00   238.80   355.10   343.80
Mitsubishi D  7  1.00  0.00   208.30   378.70   356.60
Mitsubishi D  7  1.00  0.00   220.30   370.30   362.00
Mitsubishi D  7  1.00  0.00   232.60   429.30   413.70
Mitsubishi D  8  3.00  0.00   232.10   402.90   391.30
Mitsubishi D  8  3.00  0.00   217.30   356.60   344.00
Mitsubishi D  8  3.00  0.00   216.10   403.90   389.90
Mitsubishi D  8  3.00  0.00   228.50   402.20   380.30
Mitsubishi D  8  3.00  0.00   205.40   381.40   369.10
Mitsubishi D  8  3.00  0.00   211.00   395.60   381.70
Mitsubishi D  9 10.00  0.00   219.50   641.00   411.80
Mitsubishi D  9 10.00  0.00   193.40   438.40   386.80
Mitsubishi D  9 10.00  0.00   209.40   393.60   379.30
Mitsubishi D  9 10.00  0.00   222.30   464.50   379.80
Mitsubishi D  9 10.00  0.00   204.90   699.00   462.60
Mitsubishi D  9 10.00  0.00   213.60   464.60   456.30
Mitsubishi D 10  3.00  0.10   230.60   206.60   201.80
Mitsubishi D 10  3.00  0.10   248.80   196.00   188.30
Mitsubishi D 10  3.00  0.10   253.90   186.40   182.60
Mitsubishi D 10  3.00  0.10   232.30   187.10   179.80
Mitsubishi D 10  3.00  0.10   232.80   174.90   171.20
Mitsubishi D 10  3.00  0.10   227.10   168.20   162.70
Mitsubishi D 11  3.00  1.00   259.30    96.80    95.60
Mitsubishi D 11  3.00  1.00   221.20   105.50   102.60
Mitsubishi D 11  3.00  1.00   239.10   108.00   105.30
Mitsubishi D 11  3.00  1.00   237.10   113.60   107.30
Mitsubishi D 11  3.00  1.00   238.80    87.50    82.50
Mitsubishi D 11  3.00  1.00   232.00   115.20   112.10
Nihon A  1  0.00  0.00    58.20    26.00    22.20
Nihon A  1  0.00  0.00    60.60    29.10    27.80
Nihon A  1  0.00  0.00    60.20    27.90    27.00
Nihon A  1  0.00  0.00    58.00    29.10    28.10
Nihon A  1  0.00  0.00    61.20    27.90    26.70
Nihon A  1  0.00  0.00    66.30    31.00    29.70
Nihon A  2  0.00  0.00    55.80    23.20    21.20
Nihon A  2  0.00  0.00    55.20    23.00    22.20
Nihon A  2  0.00  0.00    56.50    28.00    27.00
Nihon A  2  0.00  0.00    60.70    15.80    14.40
Nihon A  2  0.00  0.00    62.50    24.80    24.10
Nihon A  2  0.00  0.00    62.80    32.30    30.80
Nihon A  3  0.01  0.00    56.50    21.50    19.00
Nihon A  3  0.01  0.00    57.20    30.70    29.30
Nihon A  3  0.01  0.00    58.60    28.20    27.40
Nihon A  3  0.01  0.00    60.30    29.10    28.50
Nihon A  3  0.01  0.00    62.80    26.40    25.20
Nihon A  3  0.01  0.00    64.10    32.00    30.80
Nihon A  4  0.03  0.00    56.50    23.80    21.00
Nihon A  4  0.03  0.00    56.80    20.20    19.30
Nihon A  4  0.03  0.00    59.40    26.10    24.90
Nihon A  4  0.03  0.00    59.30    24.10    23.00
Nihon A  4  0.03  0.00    60.90    25.00    24.20
Nihon A  4  0.03  0.00    61.00    21.10    20.20
Nihon A  5  0.10  0.00    55.30    26.80    24.50
Nihon A  5  0.10  0.00    55.90    23.90    23.10
Nihon A  5  0.10  0.00    57.10    24.80    23.70
Nihon A  5  0.10  0.00    57.90    24.20    23.20
Nihon A  5  0.10  0.00    57.00    22.70    21.30
Nihon A  5  0.10  0.00    63.50    24.20    23.70
Nihon A  6  0.30  0.00    55.30    23.50    21.80
Nihon A  6  0.30  0.00    55.10    28.80    27.70
Nihon A  6  0.30  0.00    58.80    44.30    42.90
Nihon A  6  0.30  0.00    60.00    33.50    32.60
Nihon A  6  0.30  0.00    61.40    27.20    26.10
Nihon A  6  0.30  0.00    64.20    24.70    23.60
Nihon A  7  1.00  0.00    56.90    39.10    37.20
Nihon A  7  1.00  0.00    57.70    76.60    74.40
Nihon A  7  1.00  0.00    56.70    52.10    51.00
Nihon A  7  1.00  0.00    55.50    58.60    56.30
Nihon A  7  1.00  0.00    64.60    60.50    58.80
Nihon A  7  1.00  0.00    60.30    39.30    38.20
Nihon A  8  3.00  0.00    59.30   161.10   111.70
Nihon A  8  3.00  0.00    57.90   119.40    96.90
Nihon A  8  3.00  0.00    60.10   122.60    98.30
Nihon A  8  3.00  0.00    59.60    82.50    80.20
Nihon A  8  3.00  0.00    59.80   113.20    94.40
Nihon A  8  3.00  0.00    62.00    82.90    76.80
Nihon A  9 10.00  0.00    52.10   220.20   135.20
Nihon A  9 10.00  0.00    52.20   166.60   102.90
Nihon A  9 10.00  0.00    56.70   218.70   124.30
Nihon A  9 10.00  0.00    56.40   164.20   113.90
Nihon A  9 10.00  0.00    59.00   197.50   130.10
Nihon A  9 10.00  0.00    60.50   112.70    92.00
Nihon A 10  3.00  0.10    52.90   127.70    87.00
Nihon A 10  3.00  0.10    57.50    61.90    60.20
Nihon A 10  3.00  0.10    55.60   126.00    95.80
Nihon A 10  3.00  0.10    58.40   132.10    95.70
Nihon A 10  3.00  0.10    59.50    66.90    64.90
Nihon A 10  3.00  0.10    62.90    70.20    67.20
Nihon A 11  3.00  1.00    53.60    38.00    34.30
Nihon A 11  3.00  1.00    54.50    38.80    37.50
Nihon A 11  3.00  1.00    56.20    29.60    28.80
Nihon A 11  3.00  1.00    57.10    43.20    40.70
Nihon A 11  3.00  1.00    62.70    44.20    42.70
Nihon A 11  3.00  1.00    62.70    47.10    45.50
Nihon B  1  0.00  0.00    57.90    28.80    26.90
Nihon B  1  0.00  0.00    59.10    28.60    27.40
Nihon B  1  0.00  0.00    59.20    27.10    25.80
Nihon B  1  0.00  0.00    64.00    33.20    32.40
Nihon B  1  0.00  0.00    64.30    24.50    28.20
Nihon B  1  0.00  0.00    67.90    35.90    34.60
Nihon B  2  0.00  0.00    58.70    32.90    31.70
Nihon B  2  0.00  0.00    59.20    27.00    26.00
Nihon B  2  0.00  0.00    58.40    24.20    23.40
Nihon B  2  0.00  0.00    63.30    31.50    30.20
Nihon B  2  0.00  0.00    65.20    30.20    29.40
Nihon B  2  0.00  0.00    64.10    29.90    28.90
Nihon B  3  0.01  0.00    61.10    23.60    22.30
Nihon B  3  0.01  0.00    59.90    29.40    28.90
Nihon B  3  0.01  0.00    57.20    35.80    33.50
Nihon B  3  0.01  0.00    60.50    28.20    27.50
Nihon B  3  0.01  0.00    62.60    41.70    38.90
Nihon B  3  0.01  0.00    63.50    30.40    29.00
Nihon B  4  0.03  0.00    58.40    23.30    22.60
Nihon B  4  0.03  0.00    58.80    26.40    25.40
Nihon B  4  0.03  0.00    58.40    25.70    24.70
Nihon B  4  0.03  0.00    63.10    20.50    19.90
Nihon B  4  0.03  0.00    59.20    28.90    28.50
Nihon B  4  0.03  0.00    64.30    32.60    30.80
Nihon B  5  0.10  0.00    57.10    26.10    25.10
Nihon B  5  0.10  0.00    59.00    35.50    34.20
Nihon B  5  0.10  0.00    59.50    29.00    27.50
Nihon B  5  0.10  0.00    62.20    25.30    24.40
Nihon B  5  0.10  0.00    58.50    36.40    35.10
Nihon B  5  0.10  0.00    63.70    33.90    32.80
Nihon B  6  0.30  0.00    53.20    56.70    54.60
Nihon B  6  0.30  0.00    58.20    63.00    61.90
Nihon B  6  0.30  0.00    60.10    76.20    74.20
Nihon B  6  0.30  0.00    61.60   101.50    94.70
Nihon B  6  0.30  0.00    65.30    64.90    63.40
Nihon B  6  0.30  0.00    64.30    69.40    66.50
Nihon B  7  1.00  0.00    55.30   113.60   102.00
Nihon B  7  1.00  0.00    56.60   149.10   119.80
Nihon B  7  1.00  0.00    56.70   160.90   126.80
Nihon B  7  1.00  0.00    61.80   147.40   120.40
Nihon B  7  1.00  0.00    60.40   126.70   101.20
Nihon B  7  1.00  0.00    65.10   124.10   106.20
Nihon B  8  3.00  0.00    56.60   174.50   137.00
Nihon B  8  3.00  0.00    57.20   328.90   150.40
Nihon B  8  3.00  0.00    60.00   206.10   116.00
Nihon B  8  3.00  0.00    58.10   256.70   140.50
Nihon B  8  3.00  0.00    63.30   311.80   134.10
Nihon B  8  3.00  0.00    66.50   253.30   164.00
Nihon B  9 10.00  0.00    55.10   223.70   121.70
Nihon B  9 10.00  0.00    53.20   289.00   127.40
Nihon B  9 10.00  0.00    57.40   239.00   126.00
Nihon B  9 10.00  0.00    60.40   293.50   135.20
Nihon B  9 10.00  0.00    58.30   280.30   128.50
Nihon B  9 10.00  0.00    59.80   199.30   130.90
Nihon B 10  3.00  0.10    53.90    44.60    43.80
Nihon B 10  3.00  0.10    59.90    47.50    47.10
Nihon B 10  3.00  0.10    54.90    67.80    65.50
Nihon B 10  3.00  0.10    63.00    65.90    64.40
Nihon B 10  3.00  0.10    61.80    45.70    45.00
Nihon B 10  3.00  0.10    65.60    54.70    54.10
Nihon B 11  3.00  1.00    58.50    20.40    18.80
Nihon B 11  3.00  1.00    57.70    19.90    19.00
Nihon B 11  3.00  1.00    61.80    30.80    29.60
Nihon B 11  3.00  1.00    63.20    23.80    21.20
Nihon B 11  3.00  1.00    62.30    23.70    22.10
Nihon B 11  3.00  1.00    61.80    25.20    23.70
Nihon C  1  0.00  0.00   192.40    79.60    78.40
Nihon C  1  0.00  0.00   198.60   106.10   104.50
Nihon C  1  0.00  0.00   207.40   120.90   118.90
Nihon C  1  0.00  0.00   196.70   114.20   109.70
Nihon C  1  0.00  0.00   204.60    99.10    96.20
Nihon C  1  0.00  0.00   223.50   101.40    99.30
Nihon C  2  0.00  0.00   195.80    89.70    88.50
Nihon C  2  0.00  0.00   206.50    88.50    87.30
Nihon C  2  0.00  0.00   217.80   106.20   103.10
Nihon C  2  0.00  0.00   208.10   103.20   102.00
Nihon C  2  0.00  0.00   211.80   119.40   116.20
Nihon C  2  0.00  0.00   222.50   119.10   117.00
Nihon C  3  0.01  0.00   190.30    82.80    81.70
Nihon C  3  0.01  0.00   202.80    92.20    90.20
Nihon C  3  0.01  0.00   219.00    92.70    91.40
Nihon C  3  0.01  0.00   201.60   103.80   101.00
Nihon C  3  0.01  0.00   214.30   109.20   106.20
Nihon C  3  0.01  0.00   224.40   118.50   116.10
Nihon C  4  0.03  0.00   204.10    98.90    97.80
Nihon C  4  0.03  0.00   196.90    88.50    87.20
Nihon C  4  0.03  0.00   229.10   105.90   102.80
Nihon C  4  0.03  0.00   212.00   122.20    97.90
Nihon C  4  0.03  0.00   208.20   102.30    93.40
Nihon C  4  0.03  0.00   221.90    95.50   101.60
Nihon C  5  0.10  0.00   188.10   116.70   114.20
Nihon C  5  0.10  0.00   199.70   117.40   115.00
Nihon C  5  0.10  0.00   213.60   116.60   115.10
Nihon C  5  0.10  0.00   193.60   105.70   104.30
Nihon C  5  0.10  0.00   208.30   112.10   109.60
Nihon C  5  0.10  0.00   217.90   118.40   115.10
Nihon C  6  0.30  0.00   189.50   146.50   142.10
Nihon C  6  0.30  0.00   195.10   190.00   186.70
Nihon C  6  0.30  0.00   202.90   197.70   191.30
Nihon C  6  0.30  0.00   196.20   174.40   170.50
Nihon C  6  0.30  0.00   212.70   238.00   220.30
Nihon C  6  0.30  0.00   212.80   236.70   231.80
Nihon C  7  1.00  0.00   187.90   769.10   346.20
Nihon C  7  1.00  0.00   191.60   634.10   290.10
Nihon C  7  1.00  0.00   212.30   466.50   281.30
Nihon C  7  1.00  0.00   196.70   667.80   285.20
Nihon C  7  1.00  0.00   204.30   962.80   426.30
Nihon C  7  1.00  0.00   219.20   609.70   289.60
Nihon C  8  3.00  0.00   176.80  1016.90   386.10
Nihon C  8  3.00  0.00   188.30  1034.90   350.00
Nihon C  8  3.00  0.00   202.20  1057.90   350.50
Nihon C  8  3.00  0.00   186.60  1047.70   363.00
Nihon C  8  3.00  0.00   199.50  1135.50   378.90
Nihon C  8  3.00  0.00   214.60  1021.60   413.80
Nihon C  9 10.00  0.00   183.70   819.90   336.90
Nihon C  9 10.00  0.00   178.60  1069.70   360.90
Nihon C  9 10.00  0.00   197.20  1162.10   381.60
Nihon C  9 10.00  0.00   192.20  1506.30   393.20
Nihon C  9 10.00  0.00   196.20  1475.50   377.60
Nihon C  9 10.00  0.00   209.40  1328.50   441.80
Nihon C 10  3.00  0.10   183.70   161.20   159.50
Nihon C 10  3.00  0.10   192.40   172.50   169.10
Nihon C 10  3.00  0.10   206.90   180.80   176.80
Nihon C 10  3.00  0.10   197.60   161.30   158.10
Nihon C 10  3.00  0.10   214.30   165.60   161.70
Nihon C 10  3.00  0.10   215.60   218.80   210.10
Nihon C 11  3.00  1.00   189.00   109.30   107.90
Nihon C 11  3.00  1.00   190.10   100.70    98.60
Nihon C 11  3.00  1.00   212.40   116.50   114.50
Nihon C 11  3.00  1.00   197.30   132.60   130.40
Nihon C 11  3.00  1.00   209.70   125.30   122.80
Nihon C 11  3.00  1.00   221.80   136.70   134.20
Nihon D  1  0.00  0.00   223.40   111.70   107.40
Nihon D  1  0.00  0.00   237.60    93.10    89.50
Nihon D  1  0.00  0.00   234.80    91.90    90.90
Nihon D  1  0.00  0.00   215.20    84.80    82.70
Nihon D  1  0.00  0.00   236.90   116.40   112.60
Nihon D  1  0.00  0.00   236.70    96.10    93.10
Nihon D  2  0.00  0.00   227.40    98.50    87.50
Nihon D  2  0.00  0.00   227.90    95.00    92.90
Nihon D  2  0.00  0.00   257.00   113.60   111.50
Nihon D  2  0.00  0.00   225.30   108.60   105.40
Nihon D  2  0.00  0.00   231.50    85.90    81.90
Nihon D  2  0.00  0.00   248.10   115.70   111.80
Nihon D  3  0.01  0.00   223.30    99.30    98.70
Nihon D  3  0.01  0.00   215.60   142.10   138.90
Nihon D  3  0.01  0.00   247.10    97.00    94.70
Nihon D  3  0.01  0.00   223.00    91.00    87.70
Nihon D  3  0.01  0.00   226.60   101.60    98.60
Nihon D  3  0.01  0.00   236.20   192.70   182.90
Nihon D  4  0.03  0.00   210.10    93.50    91.90
Nihon D  4  0.03  0.00   235.00    87.80    85.80
Nihon D  4  0.03  0.00   235.90   101.10    98.50
Nihon D  4  0.03  0.00   229.10   110.30   108.40
